Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
Mona's Roti,Venerable hub for Trinidadian takeout,"4810 Sheppard Ave E, Scarborough, ON M1S 4N6",4810 Sheppard Ave E,Scarborough,"Caribbean restaurant, Fast food restaurant, Restaurant",87M2QPRX+JJ,"(416) 412-1200, +1 416-412-1200",roti@monasroti.com,1336,4.4,"https://search.google.com/local/reviews?placeid=ChIJ-_fPhxvR1IkRKVCMXeNVsqc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12083815185203875881,12083815185203875881,https://www.google.com/search?kgmid=/g/1tdg8ssf&kponly,/g/1tdg8ssf,43.791587799999995,-79.2509165,http://monasroti.com/,monasroti.com,"Saturday:[11a.m.-7p.m.], Sunday:[Closed], Monday:[11a.m.-7p.m.], Tuesday:[11a.m.-7p.m.], Wednesday:[11a.m.-7p.m.], Thursday:[11a.m.-7p.m.], Friday:[11a.m.-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipOJsXXwH5bWZTWpMmIWMn088Som44bt-PX7n0T0=w163-h92-k-no,ChIJ-_fPhxvR1IkRKVCMXeNVsqc
Timehri Restaurant,,"4531 Sheppard Ave E, Scarborough, ON M1S 2V7",4531 Sheppard Ave E,Scarborough,Restaurant,87M2QPQP+68,"(416) 335-7013, +1 416-335-7013","info@arudrainternational.com, annalmonte11@gmail.com, rajinternational.raj@gmail.com",103,4.2,"https://search.google.com/local/reviews?placeid=ChIJacUYow3R1IkRkWZHgSPZ2Ro&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1934816261448361617,1934816261448361617,https://www.google.com/search?kgmid=/g/1tywyy5z&kponly,/g/1tywyy5z,43.7880592,-79.26418149999999,https://timehri-restaurant.business.site/,business.site,"Saturday:[11a.m.-11p.m.], Sunday:[12-11p.m.], Monday:[12-11p.m.], Tuesday:[12-11p.m.], Wednesday:[12-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipO8h-vlPn3ru0OHzsDtrgBiMj7bw0r9rAsqBh2x=w122-h92-k-no,ChIJacUYow3R1IkRkWZHgSPZ2Ro
IKEA Vaughan - Restaurant,Chain restaurant for Swedish fare,"200 Interchange Way, Concord, ON L4K 5C3",200 Interchange Way,Concord,"Restaurant, Bistro, Breakfast restaurant, Cafe, Coffee shop, Family restaurant, Fast food restaurant, Fish & chips restaurant, Hot dog restaurant, Seafood market",87M2QFPC+R8,,jane.doe@ikea.com,54,3.9,"https://search.google.com/local/reviews?placeid=ChIJ8W7bwdMvK4gR1vz1a6qshfU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17691736559150562518,17691736559150562518,https://www.google.com/search?kgmid=/g/11fl9p83gq&kponly,/g/11fl9p83gq,43.7870949,-79.5291984,https://www.ikea.com/ca/en/stores/vaughan/?utm_source=google&utm_medium=organic&utm_campaign=map_r&utm_content=vaughan-rest,ikea.com,"Saturday:[10a.m.-8p.m.], Sunday:[10a.m.-6p.m.], Monday:[10:30a.m.-8p.m.], Tuesday:[10:30a.m.-8p.m.], Wednesday:[10:30a.m.-8p.m.], Thursday:[10:30a.m.-8p.m.], Friday:[10:30a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipMLOMtxbRQKlhnxYcXPyxoYZg8r7EkLZKhIs7Lw=w92-h92-k-no,ChIJ8W7bwdMvK4gR1vz1a6qshfU
Evviva Breakfast and Lunch,Comfortable place for American fare,"3175 Rutherford Rd, Concord, ON L4K 5Y6",3175 Rutherford Rd,Concord,"Breakfast restaurant, American restaurant, Brunch restaurant, Canadian restaurant, Restaurant",87M2RFH7+JJ,"(905) 761-6616, +1 905-761-6616",,919,4.2,"https://search.google.com/local/reviews?placeid=ChIJe0e6he8rK4gR1HlLl9l-6xU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1579495567334799828,1579495567334799828,https://www.google.com/search?kgmid=/g/1hc1x1tqg&kponly,/g/1hc1x1tqg,43.8290836,-79.5359411,http://www.evviva.ca/,evviva.ca,"Saturday:[7a.m.-5p.m.], Sunday:[7a.m.-5p.m.], Monday:[7a.m.-4p.m.], Tuesday:[7a.m.-4p.m.], Wednesday:[7a.m.-4p.m.], Thursday:[7a.m.-4p.m.], Friday:[7a.m.-4p.m.]",https://lh5.googleusercontent.com/p/AF1QipNdGtUKj3wnTVBVjweU_9si349mKdBCaBMlCt5z=w137-h92-k-no,ChIJe0e6he8rK4gR1HlLl9l-6xU
Caribbean Queen of Patties,Colourful canteen for island fare,"1294 Bloor St W, Toronto, ON M6H 1N9",1294 Bloor St W,Toronto,Caribbean restaurant,87M2MH55+C4,"(416) 538-1732, +1 416-538-1732",,227,4.1,"https://search.google.com/local/reviews?placeid=ChIJQxwEoEY0K4gRvqvrT6xsw0E&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4738750720254913470,4738750720254913470,https://www.google.com/search?kgmid=/g/1tdb09yj&kponly,/g/1tdb09yj,43.658591699999995,-79.4421591,,,"Saturday:[11a.m.-8p.m.], Sunday:[1-6p.m.], Monday:[11a.m.-8p.m.], Tuesday:[11a.m.-8p.m.], Wednesday:[11a.m.-8p.m.], Thursday:[11a.m.-8p.m.], Friday:[11a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipN7sba45UV0SeRz2t-3xv32QK9eXHo3vEfWROQH=w163-h92-k-no,ChIJQxwEoEY0K4gRvqvrT6xsw0E
Shoeless Joe's Sports Grill,,"21 Colossus Dr, Woodbridge, ON L4L 9J8",21 Colossus Dr,Woodbridge,"Restaurant, Bar & grill, Canadian restaurant, Sports bar",87M2QFP4+F7,"(905) 264-5637, +1 905-264-5637","janedoe@shoelessjoes.ca, jane-doe@shoelessjoes.ca, exxxxxxxxxxo@shoelessjoes.ca",1412,3.8,"https://search.google.com/local/reviews?placeid=ChIJ-Q7nl-wvK4gRJ8RGoIa-zhk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1859633181574480935,1859633181574480935,https://www.google.com/search?kgmid=/g/11ddytkqtf&kponly,/g/11ddytkqtf,43.786243999999996,-79.54426699999999,http://www.shoelessjoes.ca/,shoelessjoes.ca,"Saturday:[3p.m.-2a.m.], Sunday:[3-11p.m.], Monday:[3-11p.m.], Tuesday:[3-11p.m.], Wednesday:[3-11p.m.], Thursday:[3p.m.-12a.m.], Friday:[3p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipNkcnna0BeyPrA4mIU-NnAIpcaxF_uxEr_Gw8LW=w122-h92-k-no,ChIJ-Q7nl-wvK4gRJ8RGoIa-zhk
Mandarin Restaurant,All-you-can-eat local & Chinese fare,"8787 Weston Rd, Vaughan, ON L4L 0C3",8787 Weston Rd,Vaughan,"Restaurant, Asian restaurant, Buffet restaurant, Canadian restaurant, Chinese restaurant, Delivery Service, Family restaurant, Takeout Restaurant, Seafood restaurant",87M2RC7X+M2,"(905) 605-5000, +1 905-605-5000",hr@mandarinrestaurant.com,2249,4.2,"https://search.google.com/local/reviews?placeid=ChIJu0R5bHsvK4gRTSc1cDvGZ4E&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9324639512081803085,9324639512081803085,https://www.google.com/search?kgmid=/g/1tfvhvdz&kponly,/g/1tfvhvdz,43.8142421,-79.55240839999999,http://www.mandarinrestaurant.com/,mandarinrestaurant.com,"Saturday:[12-3p.m.], Sunday:[12-3p.m.], Monday:[12-9p.m.], Tuesday:[12-9p.m.], Wednesday:[12-9p.m.], Thursday:[12-3p.m.], Friday:[12-3p.m.]",https://lh5.googleusercontent.com/p/AF1QipO4Sf6TwNrdWpHiqaXxO_obDcceKoGoU1FSS0pM=w138-h92-k-no,ChIJu0R5bHsvK4gRTSc1cDvGZ4E
Peters Fine Dining,Old-school setting for seafood & steak,"5701 Hwy 7, Markham, ON L3P 1B1",5701 Hwy 7,Markham,"Restaurant, Fine dining restaurant, Seafood restaurant, Steak house",87M2VPCJ+8P,"(905) 294-9039, +1 905-294-9039",petersdining@rogers.com,684,4.6,"https://search.google.com/local/reviews?placeid=ChIJH3QMyCDW1IkRBhTVJK7cDRM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1372996101918233606,1372996101918233606,https://www.google.com/search?kgmid=/g/1hm46rlzb&kponly,/g/1hm46rlzb,43.8708457,-79.2682105,http://www.petersfinedining.com/,petersfinedining.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[5-10p.m.], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipN6QKrZImfQI_f_0hpH7QmlmtM6j1wF5m_Pf7Jy=w163-h92-k-no,ChIJH3QMyCDW1IkRBhTVJK7cDRM
China Wok Superb Chinese Food,,"1 York Gate Blvd, North York, ON M3N 3A1",1 York Gate Blvd,North York,"Chinese restaurant, Restaurant",87M2QF5J+43,"(416) 665-3433, +1 416-665-3433",,110,4.5,"https://search.google.com/local/reviews?placeid=ChIJxV4W_y0wK4gRZvMbS8jlxuU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16557173728490550118,16557173728490550118,https://www.google.com/search?kgmid=/g/1v7tl_tk&kponly,/g/1v7tl_tk,43.7577743,-79.5198652,,,"Saturday:[11a.m.-6p.m.], Sunday:[12-5p.m.], Monday:[11a.m.-7p.m.], Tuesday:[11a.m.-7p.m.], Wednesday:[11a.m.-7p.m.], Thursday:[11a.m.-8p.m.], Friday:[11a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipP3kIl34KZmYje3zQz1IRxpJ4SDeDz_GymYK3ZF=w88-h92-k-no,ChIJxV4W_y0wK4gRZvMbS8jlxuU
McDonald's,Iconic fast-food burger & fries chain,"1530 Albion Rd Unit F-1, Toronto, ON M9V 1B4",1530 Albion Rd Unit F-1,Toronto,"Fast food restaurant, American restaurant, Breakfast restaurant, Cafe, Hamburger restaurant, Restaurant",87M2PCR8+P8,"(416) 746-0175, +1 416-746-0175","janed@mcdonalds.com, jane.doe@us.mcd.com",207,3.5,"https://search.google.com/local/reviews?placeid=ChIJiRzi2PI6K4gR1k5KsIJC6vg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17936221595027263190,17936221595027263190,https://www.google.com/search?kgmid=/g/1tcxdv9h&kponly,/g/1tcxdv9h,43.7417571,-79.5842303,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjA3MDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,mcdonalds.com,"Saturday:[9:30a.m.-6p.m.], Sunday:[10a.m.-5p.m.], Monday:[9:30a.m.-9p.m.], Tuesday:[9:30a.m.-9p.m.], Wednesday:[9:30a.m.-9p.m.], Thursday:[9:30a.m.-9p.m.], Friday:[9:30a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipOUckUswj3tSi4H-tTsf7YBTw4XkbZeSFmCyMg1=w163-h92-k-no,ChIJiRzi2PI6K4gR1k5KsIJC6vg
Azyun Restaurant,Chic spot for modern Chinese dining,"144 Main St N #17, Markham, ON L3P 5T3",144 Main St N #17,Markham,"Asian restaurant, Asian fusion restaurant, Small plates restaurant, Snack bar",87M2VPHQ+HG,"(905) 554-1666, +1 905-554-1666",info@azyunrestaurant.com,407,4.6,"https://search.google.com/local/reviews?placeid=ChIJ7Z1k_TvW1IkRk00zPnvqkvw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=18199866859203022227,18199866859203022227,https://www.google.com/search?kgmid=/g/11gfd0wtgn&kponly,/g/11gfd0wtgn,43.8789048,-79.26117339999999,http://azyunrestaurant.com/,azyunrestaurant.com,"Saturday:[12-3p.m.], Sunday:[12-3p.m.], Monday:[Closed], Tuesday:[5-9p.m.], Wednesday:[5-9p.m.], Thursday:[5-9p.m.], Friday:[5-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipMzMyUijcV8OG5mdeDBJBuE9W_Q_Jj6mSTBsvY=w80-h106-k-no,ChIJ7Z1k_TvW1IkRk00zPnvqkvw
PAI Northern Thai Kitchen Hub Queensway,,"95 Queen Elizabeth Blvd, Etobicoke, ON M8Z 1P3",95 Queen Elizabeth Blvd,Etobicoke,Thai restaurant,87M2JFFQ+G3,"(416) 551-4500, +1 416-551-4500","downtown@paitoronto.com, jeff@paitoronto.com",40,3.8,"https://search.google.com/local/reviews?placeid=ChIJqz8N5ac3K4gRwUYsFuXl4Sk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=3017945997397214913,3017945997397214913,https://www.google.com/search?kgmid=/g/11k_92y10y&kponly,/g/11k_92y10y,43.6237845,-79.5123625,https://www.paitoronto.com/,paitoronto.com,"Saturday:[12:30-9:30p.m.], Sunday:[3-9:30p.m.], Monday:[4-9:30p.m.], Tuesday:[4-9:30p.m.], Wednesday:[4-9:30p.m.], Thursday:[12:30-9:30p.m.], Friday:[12:30-9:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipONSvO1Bf4uOquoCp3aOgM76xYTqpiie1G6Nzgr=w92-h92-k-no,ChIJqz8N5ac3K4gRwUYsFuXl4Sk
Ho Ho BBQ,Roast pork & duck in a basic takeaway,"3833 Midland Ave, Scarborough, ON M1V 5L6",3833 Midland Ave,Scarborough,"Chinese restaurant, Barbecue restaurant",87M2RP75+HC,"(416) 321-9818, +1 416-321-9818",,323,4,"https://search.google.com/local/reviews?placeid=ChIJf1f3vP3T1IkRcum7k4IW8AQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=355809120642394482,355809120642394482,https://www.google.com/search?kgmid=/g/1w2y_fgq&kponly,/g/1w2y_fgq,43.813906599999996,-79.2914186,https://hohobbq.blogspot.com/,hohobbq.blogspot.com,"Saturday:[11a.m.-8:30p.m.], Sunday:[11a.m.-8:30p.m.], Monday:[11a.m.-8:30p.m.], Tuesday:[11a.m.-8:30p.m.], Wednesday:[11a.m.-8:30p.m.], Thursday:[11a.m.-8:30p.m.], Friday:[11a.m.-8:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOyWjZHFLt1UulSp-JrQbJARdSTAnGggwShjQux=w122-h92-k-no,ChIJf1f3vP3T1IkRcum7k4IW8AQ
Ali Baba's Middle Eastern Cuisine,Casual eatery for Middle Eastern fare,"2389 Finch Ave W, North York, ON M9M 2W8",2389 Finch Ave W,North York,"Middle Eastern restaurant, Caterer, Falafel restaurant, Mediterranean restaurant, Restaurant",87M2QF24+GF,"(647) 347-9090, +1 647-347-9090","info@arudrainternational.com, annalmonte11@gmail.com, rajinternational.raj@gmail.com",214,4.2,"https://search.google.com/local/reviews?placeid=ChIJU3HX4BIwK4gRChK550KsjiY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2778347423489659402,2778347423489659402,https://www.google.com/search?kgmid=/g/11bw1z1_b8&kponly,/g/11bw1z1_b8,43.7513066,-79.54385909999999,https://ali-babas-middle-eastern-cuisine.business.site/,business.site,"Saturday:[11a.m.-10p.m.], Sunday:[11a.m.-10p.m.], Monday:[11a.m.-10p.m.], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipOb5YCCr8zQcLLGA8VxvMRgx0Bs3MlGBB3qZiEw=w122-h92-k-no,ChIJU3HX4BIwK4gRChK550KsjiY
"Rajdhani Sweets & Restaurant, Etobicoke",Classic Indian vegetarian fare & treats,"2658 Islington Ave, Etobicoke, ON M9V 2X5",2658 Islington Ave,Etobicoke,"Modern Indian restaurant, Restaurant",87M2PCQM+9C,"(416) 748-7108, +1 416-748-7108",contact@rajdhanisweets.ca,1713,3.7,"https://search.google.com/local/reviews?placeid=ChIJMY9A9YM6K4gRxD8T18P-6oE&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9361574892523438020,9361574892523438020,https://www.google.com/search?kgmid=/g/1tglzm8x&kponly,/g/1tglzm8x,43.7384093,-79.5664316,http://www.rajdhanisweets.ca/,rajdhanisweets.ca,"Saturday:[10a.m.-10p.m.], Sunday:[10a.m.-9:30p.m.], Monday:[10a.m.-9:30p.m.], Tuesday:[10a.m.-9:30p.m.], Wednesday:[10a.m.-9:30p.m.], Thursday:[10a.m.-9:30p.m.], Friday:[10a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipMIsqrCT-Wm3vz5PhItvrnv6_VG1RISz_bOrcf-=w122-h92-k-no,ChIJMY9A9YM6K4gRxD8T18P-6oE
Perfect Chinese Restaurant,Always-open eatery with traditional fare,"CA ON Toronto, 4386 Sheppard Ave E, Scarborough, ON M1S 1T8",CA ON Toronto,Scarborough,Chinese restaurant,87M2QPQH+4V,"(416) 297-6100, +1 416-297-6100",pcr24hrs@hotmail.com,3021,3.6,"https://search.google.com/local/reviews?placeid=ChIJfdMtBnPR1IkR4DvL-7zMCvg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17873323183223552992,17873323183223552992,https://www.google.com/search?kgmid=/g/1vfwdvhh&kponly,/g/1vfwdvhh,43.787754899999996,-79.2702583,https://perfectchineserestaurant.com/,perfectchineserestaurant.com,"Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipO06skUjvGbE8wKpdkjgYRemT9PoJt6wubL0H0Q=w145-h92-k-no,ChIJfdMtBnPR1IkR4DvL-7zMCvg
BB's,,"1566 Queen St W, Toronto, ON M6R 1A6",1566 Queen St W,Toronto,Brunch restaurant,87M2JHR5+2Q,,,1,5,"https://search.google.com/local/reviews?placeid=ChIJ12Gd3Dg1K4gRF-uZGiDr90s&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5474102395209902871,5474102395209902871,https://www.google.com/search?kgmid=/g/11rvj5s5k4&kponly,/g/11rvj5s5k4,43.640091399999996,-79.44052289999999,https://www.instagram.com/bbs.bbs.bbs.bbs.bbs/,instagram.com,"Saturday:[11a.m.-4p.m.], Sunday:[11a.m.-4p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[Closed], Thursday:[Closed], Friday:[11a.m.-4p.m.]",https://lh5.googleusercontent.com/p/AF1QipPj-7sUSkWAgzRg53ffqA59N1ycKwZXLo5gu_Ef=w94-h92-k-no,ChIJ12Gd3Dg1K4gRF-uZGiDr90s
McDonald's,Iconic fast-food burger & fries chain,"2362 Finch Ave W, Toronto, ON M9M 2C7",2362 Finch Ave W,Toronto,"Fast food restaurant, American restaurant, Breakfast restaurant, Cafe, Hamburger restaurant, Restaurant",87M2QF24+R4,"(416) 743-2484, +1 416-743-2484","janed@mcdonalds.com, jane.doe@us.mcd.com",1578,3.4,"https://search.google.com/local/reviews?placeid=ChIJEd0GdBMwK4gRzZPjUtcb_qM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11816913083889325005,11816913083889325005,https://www.google.com/search?kgmid=/g/1hc1s1n54&kponly,/g/1hc1s1n54,43.7520178,-79.5447243,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTk1MjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,mcdonalds.com,"Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOSrPyLiQajerZJdcFkFnCZMIKyn-TMhvoj1It3=w80-h142-k-no,ChIJEd0GdBMwK4gRzZPjUtcb_qM
King Tandoori Vaughan,Cozy locale for familiar Indian cooking,"7600 ON-27, Woodbridge, ON L4H 0P8",7600 ON-27,Woodbridge,Indian restaurant,87M2Q9CH+H4,"(905) 856-2016, +1 905-856-2016",kingstandoorandbar@gmail.com,1061,4,"https://search.google.com/local/reviews?placeid=ChIJkwNA7TM7K4gRmry5b8JZaag&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12135329362559483034,12135329362559483034,https://www.google.com/search?kgmid=/g/11by_gdy5y&kponly,/g/11by_gdy5y,43.7714035,-79.6222408,http://www.kingtandoori.com/,kingtandoori.com,"Saturday:[11a.m.-12a.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipMcQ3PchCVC4eUqFF13c1hSKqPB3zbIXE-hfS1l=w80-h106-k-no,ChIJkwNA7TM7K4gRmry5b8JZaag
Bengali Sweets & Restaurant,,"2651 Islington Ave, Etobicoke, ON M9V 2X6",2651 Islington Ave,Etobicoke,"Indian restaurant, Dessert shop, Indian takeaway, Vegan restaurant, Vegetarian restaurant",87M2PCQM+CR,"(416) 746-9393, +1 416-746-9393","northyork@bengalisweet.ca, etobicoke@bengalisweet.ca, scarborough@bengalisweet.ca",656,3.7,"https://search.google.com/local/reviews?placeid=ChIJcRPHjIM6K4gR0OMKoZ5qrlc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6318104556786607056,6318104556786607056,https://www.google.com/search?kgmid=/g/11bwyptl53&kponly,/g/11bwyptl53,43.738534,-79.56544099999999,http://www.bengalisweet.ca/,bengalisweet.ca,"Saturday:[9:30a.m.-9:30p.m.], Sunday:[9:30a.m.-9:30p.m.], Monday:[9:30a.m.-9:30p.m.], Tuesday:[9:30a.m.-9:30p.m.], Wednesday:[9:30a.m.-9:30p.m.], Thursday:[9:30a.m.-9:30p.m.], Friday:[9:30a.m.-9:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOHtlAipjdo87gIQNpy-AVYlqJC1-DmTNYgmBD1=w122-h92-k-no,ChIJcRPHjIM6K4gR0OMKoZ5qrlc
Ali's West Indian Roti Shop,Caribbean fare with an island vibe,"1446 Queen St W, Toronto, ON M6K 1M2",1446 Queen St W,Toronto,"Caribbean restaurant, Indian restaurant, Indian takeaway, Restaurant",87M2JHR7+8J,"(416) 532-7701, +1 416-532-7701","Emailinfo@avantoeats.ca, info@avantoeats.com",817,4.4,"https://search.google.com/local/reviews?placeid=ChIJ95D_8a01K4gRxjaXCHfoflw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6665020096497792710,6665020096497792710,https://www.google.com/search?kgmid=/g/1tddydh3&kponly,/g/1tddydh3,43.640862899999995,-79.43595409999999,https://www.avantoeats.com/menu/toronto/alis-roti,avantoeats.com,"Saturday:[11a.m.-9p.m.], Sunday:[11a.m.-9p.m.], Monday:[11a.m.-9p.m.], Tuesday:[11a.m.-9p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipPknVtl7Pe9LlpT3sxio7AIKksnEFBsd-4e34Gz=w122-h92-k-no,ChIJ95D_8a01K4gRxjaXCHfoflw
The Goodman Pub and Kitchen,Bites & brews in a cool waterfront space,"207 Queens Quay W, Toronto, ON M5J 1A7",207 Queens Quay W,Toronto,"Restaurant, Pub",87M2JJQ9+8W,"(647) 341-2337, +1 647-341-2337","info@fabrestaurants.ca, accessibilityinfo@fabrestaurants.ca, j-doe@fabrestaurants.ca, axxxn@fabrestaurants.ca",1617,4,"https://search.google.com/local/reviews?placeid=ChIJRSVZStXK1IkRxeSCIcNUuOg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16769246409571624133,16769246409571624133,https://www.google.com/search?kgmid=/g/11f3cf7ccx&kponly,/g/11f3cf7ccx,43.638354799999995,-79.3801917,http://fabrestaurants.ca/restaurant/the-goodman/,fabrestaurants.ca,"Saturday:[10:30a.m.-12a.m.], Sunday:[11a.m.-10p.m.], Monday:[11:30a.m.-12a.m.], Tuesday:[11:30a.m.-12a.m.], Wednesday:[11:30a.m.-12a.m.], Thursday:[11:30a.m.-12a.m.], Friday:[11:30a.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipPT2IZA8io-Hd4sA2ft2Lax82gNsfts9yf62Kyp=w122-h92-k-no,ChIJRSVZStXK1IkRxeSCIcNUuOg
Pizza Nova,Wood-fired pizza in laid-back space,"2347 Finch Ave W, North York, ON M9M 2W8",2347 Finch Ave W,North York,"Pizza restaurant, Italian restaurant, Pizza delivery, Pizza takeaway, Restaurant",87M2QF24+9W,"(416) 439-0000, +1 416-439-0000","jane@pizzanova.com, call.center@pizzanova.com",292,4,"https://search.google.com/local/reviews?placeid=ChIJ6SyxYxQwK4gRbY6SzpAa8pQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10732670071220637293,10732670071220637293,https://www.google.com/search?kgmid=/g/1tk_pxgr&kponly,/g/1tk_pxgr,43.7509351,-79.54274699999999,https://pizzanova.com/,pizzanova.com,"Saturday:[11a.m.-1a.m.], Sunday:[11a.m.-12a.m.], Monday:[11a.m.-12a.m.], Tuesday:[11a.m.-12a.m.], Wednesday:[11a.m.-12a.m.], Thursday:[11a.m.-12a.m.], Friday:[11a.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipPCwmeHJtRl8N0_gsBWmWG0GghkpIZWGTbIXjib=w163-h92-k-no,ChIJ6SyxYxQwK4gRbY6SzpAa8pQ
